"","studyid","intid","int_type","spp","year","species","phenofreq","short_site","terrestrial","phenovalue","newyear","yr1981"
"1015","HMK036",193,"herbivory","spp1",1985,"Diatom3 spp.","weekly","northsea","aquatic",77.561,1985,4
"1016","HMK036",193,"herbivory","spp1",1986,"Diatom3 spp.","weekly","northsea","aquatic",55.6098,1986,5
"1017","HMK036",193,"herbivory","spp1",1987,"Diatom3 spp.","weekly","northsea","aquatic",67.3171,1987,6
"1018","HMK036",193,"herbivory","spp1",1988,"Diatom3 spp.","weekly","northsea","aquatic",68.2927,1988,7
"1019","HMK036",193,"herbivory","spp1",1989,"Diatom3 spp.","weekly","northsea","aquatic",55.122,1989,8
"1020","HMK036",193,"herbivory","spp1",1990,"Diatom3 spp.","weekly","northsea","aquatic",62.9268,1990,9
"1021","HMK036",193,"herbivory","spp1",1991,"Diatom3 spp.","weekly","northsea","aquatic",69.7561,1991,10
"1022","HMK036",193,"herbivory","spp1",1992,"Diatom3 spp.","weekly","northsea","aquatic",58.0488,1992,11
"1023","HMK036",193,"herbivory","spp1",1993,"Diatom3 spp.","weekly","northsea","aquatic",71.7073,1993,12
"1024","HMK036",193,"herbivory","spp1",1994,"Diatom3 spp.","weekly","northsea","aquatic",55.6098,1994,13
"1025","HMK036",193,"herbivory","spp1",1995,"Diatom3 spp.","weekly","northsea","aquatic",51.2195,1995,14
"1026","HMK036",193,"herbivory","spp1",1996,"Diatom3 spp.","weekly","northsea","aquatic",84.3902,1996,15
"1027","HMK036",193,"herbivory","spp1",1997,"Diatom3 spp.","weekly","northsea","aquatic",65.8537,1997,16
"1028","HMK036",193,"herbivory","spp1",1998,"Diatom3 spp.","weekly","northsea","aquatic",50.2439,1998,17
"1029","HMK036",193,"herbivory","spp1",1999,"Diatom3 spp.","weekly","northsea","aquatic",69.2683,1999,18
"1030","HMK036",193,"herbivory","spp1",2000,"Diatom3 spp.","weekly","northsea","aquatic",58.5366,2000,19
"1031","HMK036",193,"herbivory","spp1",2001,"Diatom3 spp.","weekly","northsea","aquatic",74.6341,2001,20
"1032","HMK036",193,"herbivory","spp1",2002,"Diatom3 spp.","weekly","northsea","aquatic",48.2927,2002,21
"1033","HMK036",193,"herbivory","spp1",2003,"Diatom3 spp.","weekly","northsea","aquatic",61.4634,2003,22
"1034","HMK036",193,"herbivory","spp1",2004,"Diatom3 spp.","weekly","northsea","aquatic",61.4634,2004,23
"1071","HMK037",194,"herbivory","spp1",1982,"Diatom4 spp.","weekly","washington","aquatic",134.313,1982,1
"1110","HMK037",195,"herbivory","spp1",1982,"Diatom4 spp.","weekly","washington","aquatic",134.313,1982,1
"1142","HMK037",196,"herbivory","spp1",1982,"Diatom4 spp.","weekly","washington","aquatic",134.313,1982,1
"1072","HMK037",194,"herbivory","spp1",1983,"Diatom4 spp.","weekly","washington","aquatic",115.563,1983,2
"1111","HMK037",195,"herbivory","spp1",1983,"Diatom4 spp.","weekly","washington","aquatic",115.563,1983,2
"1143","HMK037",196,"herbivory","spp1",1983,"Diatom4 spp.","weekly","washington","aquatic",115.563,1983,2
"1073","HMK037",194,"herbivory","spp1",1984,"Diatom4 spp.","weekly","washington","aquatic",109.271,1984,3
"1112","HMK037",195,"herbivory","spp1",1984,"Diatom4 spp.","weekly","washington","aquatic",109.271,1984,3
"1144","HMK037",196,"herbivory","spp1",1984,"Diatom4 spp.","weekly","washington","aquatic",109.271,1984,3
"1074","HMK037",194,"herbivory","spp1",1985,"Diatom4 spp.","weekly","washington","aquatic",121.292,1985,4
"1113","HMK037",195,"herbivory","spp1",1985,"Diatom4 spp.","weekly","washington","aquatic",121.292,1985,4
"1145","HMK037",196,"herbivory","spp1",1985,"Diatom4 spp.","weekly","washington","aquatic",121.292,1985,4
"1075","HMK037",194,"herbivory","spp1",1986,"Diatom4 spp.","weekly","washington","aquatic",96.8125,1986,5
"1114","HMK037",195,"herbivory","spp1",1986,"Diatom4 spp.","weekly","washington","aquatic",96.8125,1986,5
"1146","HMK037",196,"herbivory","spp1",1986,"Diatom4 spp.","weekly","washington","aquatic",96.8125,1986,5
"1076","HMK037",194,"herbivory","spp1",1987,"Diatom4 spp.","weekly","washington","aquatic",109.833,1987,6
"1115","HMK037",195,"herbivory","spp1",1987,"Diatom4 spp.","weekly","washington","aquatic",109.833,1987,6
"1147","HMK037",196,"herbivory","spp1",1987,"Diatom4 spp.","weekly","washington","aquatic",109.833,1987,6
"1077","HMK037",194,"herbivory","spp1",1988,"Diatom4 spp.","weekly","washington","aquatic",124.896,1988,7
"1116","HMK037",195,"herbivory","spp1",1988,"Diatom4 spp.","weekly","washington","aquatic",124.896,1988,7
"1148","HMK037",196,"herbivory","spp1",1988,"Diatom4 spp.","weekly","washington","aquatic",124.896,1988,7
"1078","HMK037",194,"herbivory","spp1",1989,"Diatom4 spp.","weekly","washington","aquatic",107.75,1989,8
"1117","HMK037",195,"herbivory","spp1",1989,"Diatom4 spp.","weekly","washington","aquatic",107.75,1989,8
"1149","HMK037",196,"herbivory","spp1",1989,"Diatom4 spp.","weekly","washington","aquatic",107.75,1989,8
"1079","HMK037",194,"herbivory","spp1",1990,"Diatom4 spp.","weekly","washington","aquatic",98.8958,1990,9
"1118","HMK037",195,"herbivory","spp1",1990,"Diatom4 spp.","weekly","washington","aquatic",98.8958,1990,9
"1150","HMK037",196,"herbivory","spp1",1990,"Diatom4 spp.","weekly","washington","aquatic",98.8958,1990,9
"1080","HMK037",194,"herbivory","spp1",1991,"Diatom4 spp.","weekly","washington","aquatic",111.917,1991,10
"1119","HMK037",195,"herbivory","spp1",1991,"Diatom4 spp.","weekly","washington","aquatic",111.917,1991,10
"1151","HMK037",196,"herbivory","spp1",1991,"Diatom4 spp.","weekly","washington","aquatic",111.917,1991,10
"1081","HMK037",194,"herbivory","spp1",1992,"Diatom4 spp.","weekly","washington","aquatic",69.1667,1992,11
"1120","HMK037",195,"herbivory","spp1",1992,"Diatom4 spp.","weekly","washington","aquatic",69.1667,1992,11
"1152","HMK037",196,"herbivory","spp1",1992,"Diatom4 spp.","weekly","washington","aquatic",69.1667,1992,11
"1082","HMK037",194,"herbivory","spp1",1993,"Diatom4 spp.","weekly","washington","aquatic",93.1667,1993,12
"1121","HMK037",195,"herbivory","spp1",1993,"Diatom4 spp.","weekly","washington","aquatic",93.1667,1993,12
"1153","HMK037",196,"herbivory","spp1",1993,"Diatom4 spp.","weekly","washington","aquatic",93.1667,1993,12
"1083","HMK037",194,"herbivory","spp1",1994,"Diatom4 spp.","weekly","washington","aquatic",110.354,1994,13
"1122","HMK037",195,"herbivory","spp1",1994,"Diatom4 spp.","weekly","washington","aquatic",110.354,1994,13
"1154","HMK037",196,"herbivory","spp1",1994,"Diatom4 spp.","weekly","washington","aquatic",110.354,1994,13
"1084","HMK037",194,"herbivory","spp1",1995,"Diatom4 spp.","weekly","washington","aquatic",107.229,1995,14
"1123","HMK037",195,"herbivory","spp1",1995,"Diatom4 spp.","weekly","washington","aquatic",107.229,1995,14
"1085","HMK037",194,"herbivory","spp1",1996,"Diatom4 spp.","weekly","washington","aquatic",107.188,1996,15
"1155","HMK037",196,"herbivory","spp1",1996,"Diatom4 spp.","weekly","washington","aquatic",107.188,1996,15
"1086","HMK037",194,"herbivory","spp1",1997,"Diatom4 spp.","weekly","washington","aquatic",120.771,1997,16
"1156","HMK037",196,"herbivory","spp1",1997,"Diatom4 spp.","weekly","washington","aquatic",120.771,1997,16
"1087","HMK037",194,"herbivory","spp1",1998,"Diatom4 spp.","weekly","washington","aquatic",84.3125,1998,17
"1157","HMK037",196,"herbivory","spp1",1998,"Diatom4 spp.","weekly","washington","aquatic",84.3125,1998,17
"1088","HMK037",194,"herbivory","spp1",1999,"Diatom4 spp.","weekly","washington","aquatic",109.833,1999,18
"1158","HMK037",196,"herbivory","spp1",1999,"Diatom4 spp.","weekly","washington","aquatic",109.833,1999,18
"1089","HMK037",194,"herbivory","spp1",2000,"Diatom4 spp.","weekly","washington","aquatic",94.1667,2000,19
"1159","HMK037",196,"herbivory","spp1",2000,"Diatom4 spp.","weekly","washington","aquatic",94.1667,2000,19
"1090","HMK037",194,"herbivory","spp1",2001,"Diatom4 spp.","weekly","washington","aquatic",100.458,2001,20
"1091","HMK037",194,"herbivory","spp1",2002,"Diatom4 spp.","weekly","washington","aquatic",100.458,2002,21
"1160","HMK037",196,"herbivory","spp1",2002,"Diatom4 spp.","weekly","washington","aquatic",100.458,2002,21
"635","HMK027",178,"predation","spp2",1982,"Ficedula1 albicollis","daily","floodplain","terrestrial",128.077,1982,1
"636","HMK027",178,"predation","spp2",1983,"Ficedula1 albicollis","daily","floodplain","terrestrial",116.538,1983,2
"637","HMK027",178,"predation","spp2",1984,"Ficedula1 albicollis","daily","floodplain","terrestrial",121.923,1984,3
"638","HMK027",178,"predation","spp2",1986,"Ficedula1 albicollis","daily","floodplain","terrestrial",117.462,1986,5
"639","HMK027",178,"predation","spp2",1988,"Ficedula1 albicollis","daily","floodplain","terrestrial",122.538,1988,7
"640","HMK027",178,"predation","spp2",1989,"Ficedula1 albicollis","daily","floodplain","terrestrial",108.538,1989,8
"641","HMK027",178,"predation","spp2",1990,"Ficedula1 albicollis","daily","floodplain","terrestrial",119.154,1990,9
"642","HMK027",178,"predation","spp2",1991,"Ficedula1 albicollis","daily","floodplain","terrestrial",121,1991,10
"643","HMK027",178,"predation","spp2",1994,"Ficedula1 albicollis","daily","floodplain","terrestrial",114.385,1994,13
"644","HMK027",178,"predation","spp2",1995,"Ficedula1 albicollis","daily","floodplain","terrestrial",117.154,1995,14
"645","HMK027",178,"predation","spp2",1997,"Ficedula1 albicollis","daily","floodplain","terrestrial",122.846,1997,16
"646","HMK027",178,"predation","spp2",1998,"Ficedula1 albicollis","daily","floodplain","terrestrial",115.308,1998,17
"647","HMK027",178,"predation","spp2",2000,"Ficedula1 albicollis","daily","floodplain","terrestrial",113.462,2000,19
"648","HMK027",178,"predation","spp2",2001,"Ficedula1 albicollis","daily","floodplain","terrestrial",118.692,2001,20
"649","HMK027",178,"predation","spp2",2002,"Ficedula1 albicollis","daily","floodplain","terrestrial",115.846,2002,21
"650","HMK027",178,"predation","spp2",2003,"Ficedula1 albicollis","daily","floodplain","terrestrial",116.077,2003,22
"651","HMK027",178,"predation","spp2",2004,"Ficedula1 albicollis","daily","floodplain","terrestrial",116.231,2004,23
"652","HMK027",178,"predation","spp2",2006,"Ficedula1 albicollis","daily","floodplain","terrestrial",108.538,2006,25
"1474","HMK039",201,"competition","spp1",1982,"Guillemots spp.","daily","barents","terrestrial",131.616,1982,1
"1475","HMK039",201,"competition","spp1",1983,"Guillemots spp.","daily","barents","terrestrial",134.837,1983,2
"1476","HMK039",201,"competition","spp1",1984,"Guillemots spp.","daily","barents","terrestrial",137.469,1984,3
"1477","HMK039",201,"competition","spp1",1985,"Guillemots spp.","daily","barents","terrestrial",140.102,1985,4
"1478","HMK039",201,"competition","spp1",1986,"Guillemots spp.","daily","barents","terrestrial",135.675,1986,5
"1479","HMK039",201,"competition","spp1",1987,"Guillemots spp.","daily","barents","terrestrial",145.955,1987,6
"1480","HMK039",201,"competition","spp1",1988,"Guillemots spp.","daily","barents","terrestrial",134.763,1988,7
"1481","HMK039",201,"competition","spp1",1989,"Guillemots spp.","daily","barents","terrestrial",134.161,1989,8
"1482","HMK039",201,"competition","spp1",1990,"Guillemots spp.","daily","barents","terrestrial",128.851,1990,9
"1483","HMK039",201,"competition","spp1",1991,"Guillemots spp.","daily","barents","terrestrial",134.131,1991,10
"1484","HMK039",201,"competition","spp1",1992,"Guillemots spp.","daily","barents","terrestrial",136.764,1992,11
"1485","HMK039",201,"competition","spp1",1993,"Guillemots spp.","daily","barents","terrestrial",137.926,1993,12
"1486","HMK039",201,"competition","spp1",1994,"Guillemots spp.","daily","barents","terrestrial",135.557,1994,13
"1487","HMK039",201,"competition","spp1",1995,"Guillemots spp.","daily","barents","terrestrial",140.543,1995,14
"1206","HMK037",195,"herbivory","spp2",1982,"Keratella2 cochlearis","weekly","washington","aquatic",145.227,1982,1
"1207","HMK037",195,"herbivory","spp2",1983,"Keratella2 cochlearis","weekly","washington","aquatic",128.864,1983,2
"1208","HMK037",195,"herbivory","spp2",1984,"Keratella2 cochlearis","weekly","washington","aquatic",127.818,1984,3
"1209","HMK037",195,"herbivory","spp2",1985,"Keratella2 cochlearis","weekly","washington","aquatic",128.182,1985,4
"1210","HMK037",195,"herbivory","spp2",1986,"Keratella2 cochlearis","weekly","washington","aquatic",132.273,1986,5
"1211","HMK037",195,"herbivory","spp2",1987,"Keratella2 cochlearis","weekly","washington","aquatic",109.091,1987,6
"1212","HMK037",195,"herbivory","spp2",1988,"Keratella2 cochlearis","weekly","washington","aquatic",123.045,1988,7
"1213","HMK037",195,"herbivory","spp2",1989,"Keratella2 cochlearis","weekly","washington","aquatic",145.227,1989,8
"1214","HMK037",195,"herbivory","spp2",1990,"Keratella2 cochlearis","weekly","washington","aquatic",134.318,1990,9
"1215","HMK037",195,"herbivory","spp2",1991,"Keratella2 cochlearis","weekly","washington","aquatic",139.773,1991,10
"1216","HMK037",195,"herbivory","spp2",1992,"Keratella2 cochlearis","weekly","washington","aquatic",96.4545,1992,11
"1217","HMK037",195,"herbivory","spp2",1993,"Keratella2 cochlearis","weekly","washington","aquatic",122.045,1993,12
"1218","HMK037",195,"herbivory","spp2",1994,"Keratella2 cochlearis","weekly","washington","aquatic",129.545,1994,13
"1219","HMK037",195,"herbivory","spp2",1995,"Keratella2 cochlearis","weekly","washington","aquatic",128.864,1995,14
"1238","HMK037",196,"herbivory","spp2",1982,"Leptodiaptomus ashlandi","weekly","washington","aquatic",158.214,1982,1
"1239","HMK037",196,"herbivory","spp2",1983,"Leptodiaptomus ashlandi","weekly","washington","aquatic",136.786,1983,2
"1240","HMK037",196,"herbivory","spp2",1984,"Leptodiaptomus ashlandi","weekly","washington","aquatic",113.679,1984,3
"1241","HMK037",196,"herbivory","spp2",1985,"Leptodiaptomus ashlandi","weekly","washington","aquatic",97.5,1985,4
"1242","HMK037",196,"herbivory","spp2",1986,"Leptodiaptomus ashlandi","weekly","washington","aquatic",146.607,1986,5
"1243","HMK037",196,"herbivory","spp2",1987,"Leptodiaptomus ashlandi","weekly","washington","aquatic",67.1429,1987,6
"1244","HMK037",196,"herbivory","spp2",1988,"Leptodiaptomus ashlandi","weekly","washington","aquatic",109.214,1988,7
"1245","HMK037",196,"herbivory","spp2",1989,"Leptodiaptomus ashlandi","weekly","washington","aquatic",93.9286,1989,8
"1246","HMK037",196,"herbivory","spp2",1990,"Leptodiaptomus ashlandi","weekly","washington","aquatic",91.25,1990,9
"1247","HMK037",196,"herbivory","spp2",1991,"Leptodiaptomus ashlandi","weekly","washington","aquatic",139.464,1991,10
"1248","HMK037",196,"herbivory","spp2",1992,"Leptodiaptomus ashlandi","weekly","washington","aquatic",125.286,1992,11
"1249","HMK037",196,"herbivory","spp2",1993,"Leptodiaptomus ashlandi","weekly","washington","aquatic",108.214,1993,12
"1250","HMK037",196,"herbivory","spp2",1994,"Leptodiaptomus ashlandi","weekly","washington","aquatic",135.893,1994,13
"1251","HMK037",196,"herbivory","spp2",1996,"Leptodiaptomus ashlandi","weekly","washington","aquatic",133.321,1996,15
"1252","HMK037",196,"herbivory","spp2",1997,"Leptodiaptomus ashlandi","weekly","washington","aquatic",153.75,1997,16
"1253","HMK037",196,"herbivory","spp2",1998,"Leptodiaptomus ashlandi","weekly","washington","aquatic",95.7143,1998,17
"1254","HMK037",196,"herbivory","spp2",1999,"Leptodiaptomus ashlandi","weekly","washington","aquatic",138.571,1999,18
"1255","HMK037",196,"herbivory","spp2",2000,"Leptodiaptomus ashlandi","weekly","washington","aquatic",106.536,2000,19
"1256","HMK037",196,"herbivory","spp2",2002,"Leptodiaptomus ashlandi","weekly","washington","aquatic",156.429,2002,21
"699","HMK028",180,"predation","spp1",1983,"Operophtera brumata","daily","wytham","terrestrial",162.9218,1983,2
"700","HMK028",180,"predation","spp1",1984,"Operophtera brumata","daily","wytham","terrestrial",162.5678,1984,3
"701","HMK028",180,"predation","spp1",1985,"Operophtera brumata","daily","wytham","terrestrial",157.7434,1985,4
"702","HMK028",180,"predation","spp1",1986,"Operophtera brumata","daily","wytham","terrestrial",165.6478,1986,5
"703","HMK028",180,"predation","spp1",1987,"Operophtera brumata","daily","wytham","terrestrial",152.688,1987,6
"704","HMK028",180,"predation","spp1",1988,"Operophtera brumata","daily","wytham","terrestrial",153.6916,1988,7
"705","HMK028",180,"predation","spp1",1993,"Operophtera brumata","daily","wytham","terrestrial",150.3609,1993,12
"706","HMK028",180,"predation","spp1",1994,"Operophtera brumata","daily","wytham","terrestrial",152.339,1994,13
"707","HMK028",180,"predation","spp1",1995,"Operophtera brumata","daily","wytham","terrestrial",145.3051,1995,14
"708","HMK028",180,"predation","spp1",1996,"Operophtera brumata","daily","wytham","terrestrial",163.3453,1996,15
"709","HMK028",180,"predation","spp1",1997,"Operophtera brumata","daily","wytham","terrestrial",142.348,1997,16
"710","HMK028",180,"predation","spp1",1998,"Operophtera brumata","daily","wytham","terrestrial",147.2886,1998,17
"711","HMK028",180,"predation","spp1",1999,"Operophtera brumata","daily","wytham","terrestrial",145.1934,1999,18
"712","HMK028",180,"predation","spp1",2000,"Operophtera brumata","daily","wytham","terrestrial",146.3201,2000,19
"713","HMK028",180,"predation","spp1",2001,"Operophtera brumata","daily","wytham","terrestrial",153.3475,2001,20
"714","HMK028",180,"predation","spp1",2002,"Operophtera brumata","daily","wytham","terrestrial",143.2277,2002,21
"715","HMK028",180,"predation","spp1",2003,"Operophtera brumata","daily","wytham","terrestrial",142.2436,2003,22
"716","HMK028",180,"predation","spp1",2004,"Operophtera brumata","daily","wytham","terrestrial",147.3204,2004,23
"717","HMK028",180,"predation","spp1",2005,"Operophtera brumata","daily","wytham","terrestrial",147.3108,2005,24
"718","HMK028",180,"predation","spp1",2006,"Operophtera brumata","daily","wytham","terrestrial",150.277,2006,25
"601","HMK027",177,"predation","spp2",1982,"Parus1 major","daily","floodplain","terrestrial",102.028,1982,1
"602","HMK027",177,"predation","spp2",1983,"Parus1 major","daily","floodplain","terrestrial",101.165,1983,2
"603","HMK027",177,"predation","spp2",1984,"Parus1 major","daily","floodplain","terrestrial",107.923,1984,3
"604","HMK027",177,"predation","spp2",1985,"Parus1 major","daily","floodplain","terrestrial",100.48,1985,4
"605","HMK027",177,"predation","spp2",1986,"Parus1 major","daily","floodplain","terrestrial",108.103,1986,5
"606","HMK027",177,"predation","spp2",1988,"Parus1 major","daily","floodplain","terrestrial",102.05,1988,7
